X,Y,Z,wX,wY,wZ,L,R
 -8.374487,  13.678156,  -9.275744,  -0.734670,   0.444107,   0.512864,   6.000000,   0.500000
  0.677906,   5.593769,   5.722361,  -0.050041,   0.647516,   0.760407,   6.000000,   0.500000
 -2.340677,  14.831151,  12.230208,   0.211882,  -0.101590,  -0.972001,   6.000000,   0.500000
-13.664363,   6.748868,  -6.460478,   0.252825,  -0.106482,   0.961634,   6.000000,   0.500000
  0.108698,  11.391132,   2.269542,   0.102800,   0.929267,   0.354818,   6.000000,   0.500000
  2.451586,  -6.112634,  -5.086655,  -0.690866,  -0.701273,   0.175842,   6.000000,   0.500000
 10.629560,  -6.696502,  14.585065,  -0.723920,  -0.572298,  -0.385247,   6.000000,   0.500000
 -0.166521,   0.844025,  -6.977341,   0.149784,  -0.868971,  -0.471651,   6.000000,   0.500000
 -6.292289,  -7.958491,  -5.596671,  -0.253553,  -0.657687,  -0.709337,   6.000000,   0.500000
 -2.734129,   7.480874,  14.316864,  -0.207794,   0.676197,   0.706809,   6.000000,   0.500000
  4.884321, -12.746663,   1.357188,   0.217863,   0.684712,  -0.695489,   6.000000,   0.500000
 -5.080868, -12.805495,  -8.160284,  -0.292625,   0.652843,   0.698690,   6.000000,   0.500000
-11.789532, -14.658730,  -4.505722,   0.069596,  -0.988055,  -0.137487,   6.000000,   0.500000
 11.502694,  11.682009,  11.499042,   0.234809,  -0.009881,   0.971991,   6.000000,   0.500000
-12.459880,  -7.535260,  -2.196380,   0.026505,  -0.972839,  -0.229959,   6.000000,   0.500000
  9.345855,  -5.910634,  13.270220,   0.806094,   0.513835,   0.293575,   6.000000,   0.500000
 -1.431182, -14.418972,  -7.164941,   0.126825,  -0.948792,  -0.289325,   6.000000,   0.500000
 14.519607,   6.187351,   0.420845,  -0.244254,   0.032251,  -0.969175,   6.000000,   0.500000
  9.881076,   5.983715, -14.947611,   0.206035,  -0.768533,   0.605728,   6.000000,   0.500000
 -2.375467, -14.992570,  -1.746459,   0.610961,  -0.527457,  -0.590352,   6.000000,   0.500000
 12.594071,   9.230375,  12.261171,   0.256919,  -0.343123,   0.903471,   6.000000,   0.500000
  7.163100,   4.322849,   8.929963,  -0.083796,  -0.765651,   0.637775,   6.000000,   0.500000
  0.781882,   0.729198,  -1.443548,  -0.114891,   0.690900,   0.713763,   6.000000,   0.500000
  9.688199,  10.916339,   1.276069,  -0.333019,   0.149926,  -0.930925,   6.000000,   0.500000
  8.259689,  -7.997234,  12.483033,  -0.726665,  -0.554509,  -0.405559,   6.000000,   0.500000
 -8.406713,  -5.057085, -11.408363,  -0.559607,   0.005069,  -0.828743,   6.000000,   0.500000
  4.113943,   8.556768,   1.062233,   0.057174,   0.699435,   0.712406,   6.000000,   0.500000
  6.671366,   0.891535,   7.825397,   0.252746,   0.829890,  -0.497395,   6.000000,   0.500000
  4.670906,   4.439378,  -0.167193,   0.323828,  -0.882118,  -0.342058,   6.000000,   0.500000
-10.605266,   7.278103,  12.082789,   0.291558,   0.388863,   0.873945,   6.000000,   0.500000
 -7.878221,  10.871725,   5.656788,   0.002642,  -0.448315,  -0.893872,   6.000000,   0.500000
 -8.371867, -13.449675,   1.701520,   0.503383,  -0.609441,  -0.612525,   6.000000,   0.500000
 -2.093323,   0.880161,  14.503952,   0.167786,   0.479521,   0.861341,   6.000000,   0.500000
  5.907054,   9.275749, -10.847624,  -0.160284,  -0.985312,   0.058896,   6.000000,   0.500000
-11.538939, -14.649493,  -5.942016,  -0.285429,   0.903123,   0.320780,   6.000000,   0.500000
 13.223473,  -8.599370,   1.495387,  -0.898607,   0.370854,   0.234464,   6.000000,   0.500000
 14.728854,   6.992245,  -4.734986,   0.148050,  -0.260031,   0.954183,   6.000000,   0.500000
  6.620057, -13.202705,  -9.078582,   0.043333,   0.948693,   0.313216,   6.000000,   0.500000
-11.449558,   5.320131,  12.942697,  -0.411155,  -0.289718,  -0.864301,   6.000000,   0.500000
 -5.576999,   9.760501,  -6.651677,  -0.249263,   0.673479,   0.695912,   6.000000,   0.500000
 10.427085,  -3.490219,  -5.750772,  -0.072566,   0.996640,  -0.037979,   6.000000,   0.500000
  5.062168,  -2.542458,   1.620572,  -0.077300,   0.995622,   0.052546,   6.000000,   0.500000
 13.275064,   9.603378,  11.170171,   0.226331,  -0.213358,   0.950396,   6.000000,   0.500000
  0.109037, -12.231354,  -4.208968,  -0.769538,  -0.390073,   0.505622,   6.000000,   0.500000
 -0.142023,  -7.154999, -11.308785,   0.308291,  -0.909431,   0.279093,   6.000000,   0.500000
  4.382240,   2.557707,  -5.676863,  -0.422767,   0.615772,   0.664901,   6.000000,   0.500000
 -9.752451,  -4.018043, -13.754943,   0.804658,   0.142688,   0.576338,   6.000000,   0.500000
  5.307477, -10.667191,  -6.288869,   0.259462,   0.962955,   0.073466,   6.000000,   0.500000
 10.327425,  13.635925, -13.434424,  -0.397217,  -0.369313,   0.840135,   6.000000,   0.500000
  5.408213,  -1.195088,  12.479900,   0.320152,   0.823859,  -0.467716,   6.000000,   0.500000
 -2.706679,  13.471765,   5.063551,   0.248040,   0.942713,  -0.223086,   6.000000,   0.500000
  9.258084,  -2.729055,   2.467505,  -0.468338,   0.800980,  -0.372948,   6.000000,   0.500000
 14.448587,  -7.654884,  13.910425,  -0.702087,  -0.712022,  -0.009919,   6.000000,   0.500000
 -8.673334,  -6.469772,  11.272722,   0.565201,   0.062748,   0.822564,   6.000000,   0.500000
  3.106174,  13.781748,  -8.182359,   0.014106,  -0.982071,  -0.187984,   6.000000,   0.500000
  7.987331, -13.494059,  -8.850436,  -0.207035,  -0.939381,  -0.273314,   6.000000,   0.500000
-10.613642,  -9.800204,  -3.228654,  -0.171488,   0.938328,   0.300222,   6.000000,   0.500000
 -4.925552,  -8.753081,   1.115714,   0.298971,   0.272092,  -0.914648,   6.000000,   0.500000
 -2.467583,   1.142441,  -4.020865,  -0.314798,  -0.534561,  -0.784313,   6.000000,   0.500000
 11.054216,   9.138466, -11.090940,   0.292689,  -0.099119,   0.951057,   6.000000,   0.500000
-14.837744,  -9.820058,  -9.074000,  -0.240793,  -0.951074,   0.193592,   6.000000,   0.500000
  7.257656,  -9.566989,  -4.091265,   0.236845,   0.969776,  -0.058644,   6.000000,   0.500000
  7.022341,   1.073759,   8.850004,  -0.306312,  -0.792180,   0.527848,   6.000000,   0.500000
 -7.181995,  -0.596855,  12.127841,   0.664237,   0.422242,   0.616847,   6.000000,   0.500000
 -3.916216,  -8.698789,  14.551774,  -0.265315,  -0.006197,  -0.964142,   6.000000,   0.500000
-11.543308,  -3.942317, -10.656563,  -0.392194,  -0.910269,  -0.132644,   6.000000,   0.500000
  9.282945,   0.100417,  11.173165,   0.496594,   0.776278,  -0.388313,   6.000000,   0.500000
 14.884977,   5.180429,   8.301167,   0.290156,   0.121634,   0.949218,   6.000000,   0.500000
 -5.757171,  -8.350642,   6.244070,   0.071561,  -0.332879,   0.940250,   6.000000,   0.500000
 -4.184991,  12.546481,  -0.229755,  -0.208667,   0.704856,   0.677964,   6.000000,   0.500000
 -3.193734,  -4.150153,  13.849577,  -0.518656,   0.013122,  -0.854882,   6.000000,   0.500000
 -3.536006,   5.164433,  -3.205542,  -0.185874,  -0.680882,  -0.708414,   6.000000,   0.500000
-11.481747, -13.268716,   0.512111,   0.415062,  -0.772219,  -0.481042,   6.000000,   0.500000
 14.657321,   3.527246,  -4.036095,   0.219380,  -0.803240,   0.553785,   6.000000,   0.500000
 13.471710,   9.595010,  -4.959943,   0.320103,   0.037120,   0.946655,   6.000000,   0.500000
 -0.161036,  -8.108229,   4.719623,   0.198334,   0.535911,  -0.820648,   6.000000,   0.500000
 -6.066811, -10.222966,  -3.421048,   0.370124,  -0.657706,  -0.656072,   6.000000,   0.500000
 -3.595611,  -9.531580,   1.989542,   0.264759,   0.410766,  -0.872453,   6.000000,   0.500000
 -9.070946, -13.017390,   1.319842,   0.481568,  -0.604698,  -0.634376,   6.000000,   0.500000
-13.204292,   7.405836, -14.361444,   0.345320,  -0.109336,   0.932094,   6.000000,   0.500000
  0.568102,  -7.819915,  -0.197973,  -0.293059,  -0.914862,   0.277748,   6.000000,   0.500000
 -1.420936,  12.178699,  -5.429381,  -0.332831,   0.832162,   0.443542,   6.000000,   0.500000
 -8.746469, -14.317573,  -4.933442,  -0.254119,   0.807170,   0.532823,   6.000000,   0.500000
 13.989988,   8.394155,   7.072263,   0.278570,  -0.115718,   0.953419,   6.000000,   0.500000
-12.663430,   8.305366,  13.338532,  -0.358212,   0.018947,  -0.933448,   6.000000,   0.500000
  0.257363,   1.720517,   4.088736,  -0.031779,  -0.692252,  -0.720956,   6.000000,   0.500000
 12.962653,   0.616373,   2.923328,   0.440274,   0.205462,   0.874039,   6.000000,   0.500000
  0.666275,  11.563111,  -6.374406,   0.412680,  -0.836684,  -0.360077,   6.000000,   0.500000
  2.767115,   8.554328, -14.574134,  -0.126724,  -0.978038,  -0.165475,   6.000000,   0.500000
 -7.841474,   6.066167,  14.343148,  -0.252088,  -0.589327,  -0.767558,   6.000000,   0.500000
 -2.969467,   0.779898,  -0.577524,   0.477749,   0.243167,   0.844172,   6.000000,   0.500000
 -0.595966,  -2.379642,   0.809894,  -0.247445,  -0.560460,  -0.790351,   6.000000,   0.500000
 -7.939887,   0.789012,  -0.257519,  -0.676871,  -0.238817,  -0.696284,   6.000000,   0.500000
 -1.393700,  -9.131916, -11.613980,   0.302891,  -0.687784,   0.659705,   6.000000,   0.500000
-10.155960,   6.366781,  -8.250020,  -0.482572,   0.145936,  -0.863613,   6.000000,   0.500000
  7.730420, -11.448032,   3.785417,   0.500050,  -0.258853,  -0.826405,   6.000000,   0.500000
  4.777414,  -3.932553,  13.137443,  -0.366334,  -0.818455,   0.442640,   6.000000,   0.500000
-14.484472,  11.292575, -12.573094,   0.438120,  -0.252041,   0.862859,   6.000000,   0.500000
 10.340637,  -7.400416,  12.569370,  -0.749120,  -0.569255,  -0.338774,   6.000000,   0.500000
  8.661743,   1.826855,   9.532052,   0.303407,   0.721009,  -0.622969,   6.000000,   0.500000
 -4.793280,   5.777443, -13.606196,   0.212271,  -0.580501,  -0.786104,   6.000000,   0.500000
 -9.248830,  -9.938696,   1.528322,  -0.302772,   0.637161,   0.708770,   6.000000,   0.500000
 -9.288810,   1.198046,  -1.064731,   0.698920,   0.261802,   0.665560,   6.000000,   0.500000
 11.522335,  -7.510655,  -6.211361,  -0.087296,  -0.969829,  -0.227621,   6.000000,   0.500000
 12.594195,  -6.079171,   4.135454,   0.627176,  -0.413715,   0.659917,   6.000000,   0.500000
 12.027255,  11.801598,  -1.087807,   0.269531,   0.077537,   0.959865,   6.000000,   0.500000
 -1.966026,  13.247664,  14.805436,  -0.054533,   0.518795,   0.853158,   6.000000,   0.500000
 -7.160764,  -3.998942,   8.190545,   0.563582,   0.051485,   0.824454,   6.000000,   0.500000
  6.063169,  -0.557636, -11.079465,   0.014605,  -0.998698,  -0.048877,   6.000000,   0.500000
  2.396525,  -1.419419,   2.623185,  -0.103098,   0.791487,   0.602428,   6.000000,   0.500000
  8.585843,  -8.624240,   2.825995,  -0.855546,   0.044156,   0.515840,   6.000000,   0.500000
  1.273728, -12.516374, -11.439287,   0.140131,   0.985099,  -0.099715,   6.000000,   0.500000
-12.237455,   8.507981,   0.117897,   0.302454,   0.118852,   0.945725,   6.000000,   0.500000
 -9.184803,  -0.372084,   3.389820,   0.492369,   0.783186,   0.379727,   6.000000,   0.500000
  6.288735,   0.607738,   3.260054,  -0.412404,   0.888290,  -0.202148,   6.000000,   0.500000
-10.053602,   2.630003,  -1.537620,   0.652402,   0.276718,   0.705548,   6.000000,   0.500000
 -7.392251,  -5.964321,  -6.154560,   0.515102,   0.265240,   0.815057,   6.000000,   0.500000
  5.664366,  -2.002229,  -6.953083,  -0.472340,   0.375590,   0.797388,   6.000000,   0.500000
  6.027773,  11.786751,  -3.461132,   0.216974,   0.716388,   0.663107,   6.000000,   0.500000
  9.792556,  -0.644212,  -3.710802,   0.048767,   0.961942,  -0.268869,   6.000000,   0.500000
 11.527347,  11.535175, -14.698623,  -0.283064,  -0.038908,  -0.958311,   6.000000,   0.500000
-12.991058,  -5.776886,   6.405222,  -0.599378,   0.087069,  -0.795717,   6.000000,   0.500000
 -5.024052, -10.982774, -12.387046,  -0.153016,  -0.403285,  -0.902190,   6.000000,   0.500000
  4.536101,  -1.659933,  12.252169,  -0.311585,  -0.816598,   0.485883,   6.000000,   0.500000
 -2.023412, -13.943928,   8.685084,   0.336194,   0.329950,  -0.882103,   6.000000,   0.500000
  6.465382,   8.480939,  -3.606202,   0.340750,  -0.718362,  -0.606502,   6.000000,   0.500000
 12.307724,  -8.394937,  -4.296236,  -0.215883,  -0.910172,  -0.353528,   6.000000,   0.500000
  2.307041,  12.606422,  13.746258,   0.249371,   0.934458,   0.254171,   6.000000,   0.500000
 -2.136685,  -3.449808,  14.769918,  -0.543022,   0.018049,  -0.839524,   6.000000,   0.500000
 10.980326,  -0.164440,  -9.245255,  -0.079027,  -0.936828,   0.340747,   6.000000,   0.500000
 -0.473516,  -1.353381,  10.053358,  -0.012550,   0.333661,   0.942610,   6.000000,   0.500000
-11.141284,   1.112402, -11.219370,   0.484905,  -0.323445,   0.812558,   6.000000,   0.500000
  9.878274,  11.790088,   8.537191,  -0.187589,   0.099303,  -0.977215,   6.000000,   0.500000
-14.362151,  11.672821,  -6.656348,   0.234803,   0.247991,   0.939876,   6.000000,   0.500000
 13.823784,   6.680702,  -5.236160,   0.175874,  -0.391451,   0.903235,   6.000000,   0.500000
 11.923382,  -2.742009,  13.837368,   0.927741,   0.275627,   0.251648,   6.000000,   0.500000
  3.738159,  -3.503782, -14.703109,   0.221102,   0.937199,  -0.269763,   6.000000,   0.500000
 -1.991686,  -1.589191,  -5.410925,   0.387121,   0.415563,   0.823070,   6.000000,   0.500000
-14.781646,  10.751294,  -3.765152,  -0.287023,  -0.214436,  -0.933614,   6.000000,   0.500000
  1.584360,   5.312353,   6.326846,  -0.019758,  -0.692743,  -0.720914,   6.000000,   0.500000
  9.553773,   6.373561,   7.241483,   0.126121,  -0.542243,   0.830702,   6.000000,   0.500000
 12.804867, -14.000892,  -9.695649,   0.600873,   0.740809,  -0.300256,   6.000000,   0.500000
 -7.777590,  -3.508436,   8.445813,  -0.605709,  -0.117246,  -0.787001,   6.000000,   0.500000
 -1.887172,  13.032558, -13.317163,   0.091127,  -0.647554,  -0.756551,   6.000000,   0.500000
  0.241237,   1.214113,   0.344553,   0.147431,   0.561794,   0.814034,   6.000000,   0.500000
  8.429166,  11.705732,  10.570548,  -0.153197,   0.127131,  -0.979984,   6.000000,   0.500000
 13.941016,  -2.013813, -14.200767,   0.884573,   0.298424,   0.358431,   6.000000,   0.500000
  2.536273,  -3.399135,   0.048414,   0.245042,   0.969218,   0.023884,   6.000000,   0.500000
 -3.358915,   0.314148, -14.360344,   0.535072,   0.448759,   0.715761,   6.000000,   0.500000
-13.468380,   1.804241,   8.588197,  -0.492029,  -0.274710,  -0.826101,   6.000000,   0.500000
  1.255243,  -6.331388, -11.864481,   0.150464,   0.983975,  -0.095676,   6.000000,   0.500000
 10.962418,  -6.001654, -13.168536,   0.600935,   0.739479,   0.303395,   6.000000,   0.500000
 -1.643027,   4.597484,  13.136916,  -0.298559,   0.719169,   0.627422,   6.000000,   0.500000
 12.564567,  11.222213,  -4.484964,  -0.211078,  -0.083496,  -0.973897,   6.000000,   0.500000
 -1.710607,   8.249559, -14.660019,  -0.106742,   0.750622,   0.652053,   6.000000,   0.500000
  4.342159,   9.623184,  -4.018019,   0.081528,  -0.853290,  -0.515024,   6.000000,   0.500000
-14.662475,  -3.440755,  11.978278,   0.871240,   0.387956,   0.300718,   6.000000,   0.500000
 10.153983,   8.376866, -11.879445,  -0.356475,   0.294063,  -0.886822,   6.000000,   0.500000
 -0.130998,  -3.465272,  -1.410193,  -0.192870,  -0.961486,  -0.195819,   6.000000,   0.500000
 -3.483452,   8.705199,  13.377558,  -0.240858,   0.376079,   0.894736,   6.000000,   0.500000
  0.854419,   6.719794,   5.560997,   0.324808,  -0.601559,  -0.729812,   6.000000,   0.500000
  1.831801,  -5.803638, -11.216897,   0.089641,   0.995277,  -0.037264,   6.000000,   0.500000
 -9.931055,  13.888152,   9.276030,   0.603762,  -0.383735,  -0.698726,   6.000000,   0.500000
  0.090943, -13.420560,  -8.410128,  -0.173330,   0.976331,  -0.129362,   6.000000,   0.500000
 -2.687082, -13.291920,  -4.506953,  -0.419503,   0.813039,   0.403715,   6.000000,   0.500000
  8.083060, -13.463605,   9.137105,   0.125343,   0.189430,   0.973861,   6.000000,   0.500000
  7.553858,   9.721996,  -6.431241,  -0.040676,   0.932278,   0.359449,   6.000000,   0.500000
 -3.783182,  -6.318446,   7.305402,  -0.094490,   0.371177,  -0.923742,   6.000000,   0.500000
 -8.791413, -10.887408,   4.455570,  -0.716719,   0.492702,   0.493517,   6.000000,   0.500000
-14.050615,   6.722932,  -2.441224,   0.110659,  -0.040614,   0.993028,   6.000000,   0.500000
 11.275760,  -0.877188,  -8.069158,   0.044943,  -0.971844,   0.231298,   6.000000,   0.500000
 12.256024,   0.158333,  -3.565725,  -0.072604,  -0.869330,   0.488869,   6.000000,   0.500000
  9.815748,  -1.752527,  -8.840329,   0.169134,   0.869964,  -0.463203,   6.000000,   0.500000
  3.529592,  -0.750193,   3.352899,   0.194856,  -0.845439,  -0.497256,   6.000000,   0.500000
 11.516574,  13.562831,  13.591985,   0.076007,  -0.033067,   0.996559,   6.000000,   0.500000
  0.661186,  12.883571,  -7.287715,   0.244364,  -0.898426,  -0.364851,   6.000000,   0.500000
 -0.509799, -11.539720,  -3.816861,   0.779579,   0.361099,  -0.511727,   6.000000,   0.500000
 -1.922315, -10.952937,   0.059744,  -0.580188,  -0.457560,   0.673811,   6.000000,   0.500000
 14.753593,   7.626098,   0.076113,  -0.189341,   0.184790,  -0.964367,   6.000000,   0.500000
  1.102077,  11.154082,   2.140747,   0.085637,   0.959133,   0.269684,   6.000000,   0.500000
  4.222507, -10.916442,   3.644908,   0.684346,   0.708693,  -0.171536,   6.000000,   0.500000
  3.843666, -14.334448,  11.687281,  -0.438468,  -0.669568,  -0.599520,   6.000000,   0.500000
-12.203745,   7.408288, -14.230245,   0.318025,   0.012217,   0.948004,   6.000000,   0.500000
-13.056646, -10.301111,  13.439949,   0.096001,   0.297929,  -0.949748,   6.000000,   0.500000
 12.848428,   4.343562,   2.043451,   0.260492,  -0.095976,   0.960694,   6.000000,   0.500000
  5.377263,  -7.358221,  -7.512510,  -0.532061,  -0.821764,   0.203996,   6.000000,   0.500000
 14.500869,   6.954143, -10.260071,  -0.194874,   0.490484,  -0.849382,   6.000000,   0.500000
 -9.357871,  -5.048340,   5.285850,  -0.552822,  -0.079142,  -0.829533,   6.000000,   0.500000
  0.598085,   1.104455,  -3.040611,  -0.155836,   0.807077,   0.569510,   6.000000,   0.500000
-13.141480,   2.913004, -10.356670,   0.340669,  -0.407619,   0.847226,   6.000000,   0.500000
-10.863582,   3.443751,   5.561180,   0.343893,   0.613779,   0.710642,   6.000000,   0.500000
  5.492900,  11.319032, -10.289603,   0.053288,   0.994830,  -0.086447,   6.000000,   0.500000
  4.903025,   8.178232,  -8.547853,  -0.010977,  -0.993631,  -0.112149,   6.000000,   0.500000
-14.669428,  -3.710733,   4.707056,   0.849076,   0.096335,   0.519413,   6.000000,   0.500000
-13.471909, -10.039619, -12.490745,   0.211099,   0.790427,  -0.575033,   6.000000,   0.500000
 -1.869812,  -6.053783,  -4.512871,   0.299052,   0.666544,   0.682852,   6.000000,   0.500000
 14.170242,  -6.922891,  -2.393978,   0.250109,   0.871138,   0.422568,   6.000000,   0.500000
 -1.514136,   6.215416,  -7.900309,   0.205663,  -0.922459,  -0.326761,   6.000000,   0.500000
-14.018506,   0.814070,  11.781082,  -0.585513,  -0.166709,  -0.793337,   6.000000,   0.500000
  6.697360,  10.956158,  11.510935,  -0.129220,   0.580675,  -0.803815,   6.000000,   0.500000
 13.308609,   4.466349, -12.058135,  -0.230201,   0.730424,  -0.643031,   6.000000,   0.500000
 -7.660316,  10.582408,  -6.096493,   0.407122,  -0.812480,  -0.417286,   6.000000,   0.500000
-11.441797, -12.953244,  10.549850,  -0.164732,   0.264170,   0.950304,   6.000000,   0.500000
-10.749748, -11.341643,  -0.802132,   0.230465,  -0.762806,  -0.604163,   6.000000,   0.500000
 14.895496,   7.001338,  -7.554310,  -0.014403,   0.347199,  -0.937681,   6.000000,   0.500000
  7.910032,  -5.346816,   3.982252,  -0.708229,   0.638993,   0.300166,   6.000000,   0.500000
  6.924910,  -5.090257,  12.050749,  -0.595339,  -0.802978,  -0.028247,   6.000000,   0.500000
-14.329269,   0.797322,   2.308838,   0.287076,   0.690306,   0.664127,   6.000000,   0.500000
 14.170021,  12.892591,   1.504302,  -0.194379,  -0.179157,  -0.964427,   6.000000,   0.500000
-12.175043,  10.088367,  12.931436,  -0.484698,   0.023758,  -0.874359,   6.000000,   0.500000
 14.143530,  13.753377,  13.550488,  -0.390932,   0.138157,  -0.909992,   6.000000,   0.500000
 -7.722805,  13.984624,  -8.802865,   0.736788,  -0.388583,  -0.553305,   6.000000,   0.500000
-12.990350,   8.923962,  -7.240673,  -0.297459,   0.257583,  -0.919331,   6.000000,   0.500000
 14.668999,  -0.937412,  -5.482477,  -0.084887,   0.946971,  -0.309904,   6.000000,   0.500000
  8.584864,  -1.033512,   7.461838,  -0.225161,  -0.885308,   0.406856,   6.000000,   0.500000
 13.849538,   1.287261,   2.860730,   0.331912,   0.353075,   0.874741,   6.000000,   0.500000
  0.293975,  11.398367,   7.216994,   0.284980,   0.642932,   0.710932,   6.000000,   0.500000
 13.842858,  13.706831,   1.553955,  -0.198700,  -0.162207,  -0.966544,   6.000000,   0.500000
  4.206740, -12.207856,  12.450979,   0.520659,   0.736784,   0.431352,   6.000000,   0.500000
-14.354285,  -1.175412,   8.698109,  -0.762742,  -0.219691,  -0.608243,   6.000000,   0.500000
 -1.034341,   8.025985,  12.925542,   0.021212,   0.716647,   0.697113,   6.000000,   0.500000
  5.698387,  -7.140346,   7.549176,  -0.223143,  -0.974566,   0.020689,   6.000000,   0.500000
-11.669140,  -6.978611,  -4.443434,   0.017411,  -0.995542,  -0.092694,   6.000000,   0.500000
 -2.770423,   4.167262, -14.055452,  -0.022387,   0.624068,   0.781049,   6.000000,   0.500000
 -7.585262,  -5.966224,   0.264048,   0.317872,  -0.466443,   0.825462,   6.000000,   0.500000
  1.775505,   7.714198, -10.356935,  -0.019702,   0.985105,   0.170824,   6.000000,   0.500000
-13.556850,   8.427367,  13.461194,   0.358967,  -0.080526,   0.929870,   6.000000,   0.500000
  3.435383,  -5.950149, -12.086051,  -0.088800,  -0.990619,   0.103867,   6.000000,   0.500000
-11.497115, -14.169626,  -3.790616,   0.260932,  -0.935922,  -0.236568,   6.000000,   0.500000
-11.997825, -13.399420,   8.187728,  -0.122132,   0.100990,   0.987363,   6.000000,   0.500000
  3.631982,   2.332821,  -4.798874,   0.349835,  -0.575602,  -0.739119,   6.000000,   0.500000
 -5.392869,   9.349284,  11.916344,  -0.320033,  -0.550764,  -0.770869,   6.000000,   0.500000
  4.026127, -13.126155,   1.077474,  -0.171822,  -0.782275,   0.598768,   6.000000,   0.500000
 -2.826298,   2.220487, -12.950716,  -0.564437,  -0.634157,  -0.528447,   6.000000,   0.500000
  2.121450,  -5.985705, -10.378465,  -0.044488,   0.997667,   0.051773,   6.000000,   0.500000
  6.381610,   3.327150,   1.140933,   0.331172,  -0.940719,   0.073294,   6.000000,   0.500000
  3.213096,  11.209401,  -2.667454,  -0.031796,  -0.801670,  -0.596921,   6.000000,   0.500000
 13.005511,   1.992952,  -0.468747,  -0.253541,  -0.057221,  -0.965631,   6.000000,   0.500000
 -6.860100,  -1.843128,  -8.246505,  -0.496573,  -0.288688,  -0.818581,   6.000000,   0.500000
  0.530659,  -9.949089,   5.848181,  -0.351924,  -0.409980,   0.841467,   6.000000,   0.500000
 -4.472025,   5.187324, -11.718971,   0.051878,  -0.642835,  -0.764246,   6.000000,   0.500000
  6.206084, -10.011691,  -6.874078,  -0.240840,  -0.965459,  -0.099424,   6.000000,   0.500000
  3.291454,   2.781755, -11.855972,   0.072237,   0.994897,   0.070441,   6.000000,   0.500000
 10.340089, -14.377836,  -7.111723,  -0.315241,  -0.880169,  -0.354859,   6.000000,   0.500000
  7.833951,  -0.896510,   2.952206,  -0.461044,   0.858191,  -0.225713,   6.000000,   0.500000
 -0.487556, -13.823388,   9.178251,  -0.193091,  -0.086178,   0.977389,   6.000000,   0.500000
  1.662302,   0.361115,  -1.304414,  -0.137164,   0.661187,   0.737576,   6.000000,   0.500000
-10.865504,  14.973581,   3.993536,  -0.019274,   0.429746,   0.902744,   6.000000,   0.500000
 14.933556,   5.975923,   7.677465,   0.343334,   0.108615,   0.932912,   6.000000,   0.500000
 -6.022402,  -3.888414,   0.755083,  -0.213577,   0.453844,  -0.865107,   6.000000,   0.500000
  0.156895, -13.351177,   0.426901,  -0.070723,  -0.953414,  -0.293257,   6.000000,   0.500000
  5.736099,  -8.333099, -12.902104,   0.216119,   0.976281,  -0.012990,   6.000000,   0.500000
-10.261403,  -5.538096,  11.961155,   0.683002,   0.059562,   0.727984,   6.000000,   0.500000
  2.588178,   2.712237,  -6.602320,  -0.162292,   0.881052,   0.444307,   6.000000,   0.500000
  6.917438,  -4.533095,  -2.147123,   0.328349,   0.877405,  -0.349781,   6.000000,   0.500000
 -3.725430,   3.753602,  11.417896,  -0.123455,   0.605873,   0.785924,   6.000000,   0.500000
 -2.254053,   0.712905,  -2.943808,   0.409655,   0.494954,   0.766292,   6.000000,   0.500000
  4.863897, -10.176958,   1.155728,  -0.262439,  -0.806234,   0.530200,   6.000000,   0.500000
  3.085139,  13.009164,   7.307214,  -0.276841,  -0.496915,  -0.822456,   6.000000,   0.500000
 -8.720843,  -5.687144,  11.875796,  -0.619416,  -0.097937,  -0.778931,   6.000000,   0.500000
 14.370167,  -1.118980,  -2.598889,  -0.005440,  -0.993373,  -0.114810,   6.000000,   0.500000
 -0.046491, -11.208304,  11.997958,   0.224105,   0.451626,  -0.863603,   6.000000,   0.500000
 -5.254161,   3.434451,  -2.865897,   0.473167,   0.413957,   0.777659,   6.000000,   0.500000
 14.295615,   6.414404, -11.313679,  -0.300135,   0.510592,  -0.805738,   6.000000,   0.500000
  3.980073,  11.853577,  -8.114570,  -0.005686,   0.982519,   0.186073,   6.000000,   0.500000
 -6.030992, -14.573979,   5.290409,  -0.476437,   0.247540,   0.843642,   6.000000,   0.500000
 -3.693809,   8.760476,   1.452496,   0.420269,   0.674331,   0.607167,   6.000000,   0.500000
 13.238145,  13.886954, -10.842218,   0.962969,   0.219862,   0.156047,   6.000000,   0.500000
 -3.689983,  -1.792158,  -7.330470,   0.458649,   0.363640,   0.810806,   6.000000,   0.500000
 13.916406, -12.346901, -11.278815,   0.556653,   0.776891,  -0.294240,   6.000000,   0.500000
 -3.493038,   6.593207,  -5.370059,   0.075733,  -0.896276,  -0.436982,   6.000000,   0.500000
  4.364182,  -9.058475,  -0.741388,  -0.320269,  -0.896801,   0.305248,   6.000000,   0.500000
 13.449639, -12.541706,  -5.270071,  -0.256794,  -0.824459,  -0.504306,   6.000000,   0.500000
-12.475026,  -4.601635,   9.581752,   0.718119,   0.139664,   0.681762,   6.000000,   0.500000
 -4.875430,  10.788692, -13.584958,   0.079915,  -0.445487,  -0.891715,   6.000000,   0.500000
 14.579661,  12.150785,   3.148947,   0.382414,   0.095642,   0.919028,   6.000000,   0.500000
 -5.266328,  -4.006861,   0.018898,  -0.243600,   0.444269,  -0.862140,   6.000000,   0.500000
